time,value
508,0.7135102969475576
509,1.0791484033131826
510,1.3815316932285397
511,1.6721306289018398
512,1.9528451187652736
513,2.1596309963264892
514,1.3539134881882011
515,0.7992725697382431
516,0.36819566319530234
517,0.18254244336544956
518,0.09196755905871432
519,0.1689113210840209
520,0.33717210108897866
521,0.36962251961932374
522,0.4722431472584214
523,0.8010801971177519
524,1.227587929442777
525,1.488688495603351
526,1.7226819938126694
527,2.0370486333414988
528,2.2644821537684696
529,2.2729424279955635
530,2.3514576214663756
531,2.2258852205985384
532,2.0501955009739294
533,1.7724747316230465
534,1.414337954491348
535,1.1185682094032325
536,0.6524244385899733
537,0.2900943394144993
538,-0.09766500281509996
539,-0.5121808609364235
540,-0.9352806760428302
541,-1.3380109849435666
542,-0.7231229919133534
543,-0.010561971999530018
544,0.43281885201462394
545,0.7579239152464041
546,0.9141198363745873
547,1.1463101792779633
548,1.101580257579815
549,1.0334004305380649
550,0.8908765830529118
551,0.645158970375488
552,0.22164273498164663
553,-0.05964640506595348
554,-0.4721254742925643
555,-0.7699877972207336
556,-1.1805530841623815
557,-1.5048386920632
558,-1.7381998402343732
559,-1.8595340760084698
560,-1.976473832621606
561,-2.029263846571835
562,-1.9899051686471225
563,-1.9935301229959927
564,-1.7737698387894307
565,-1.578029266612604
566,-1.3093177430648082
567,-0.9575686739030395
568,-0.6019539432664895
569,-0.2676243748830327
570,0.1652581597049284
571,0.5678094811343337
572,0.9431594021374299
573,1.2926497730216688
574,1.42661522463829
575,1.6642947339984233
576,1.9561177095780469
577,2.137739240219619
578,2.1182242803448568
579,2.0132790845326434
580,1.6440490603947924
581,1.373447210642955
582,1.1424503619973891
583,0.7637045641522044
584,0.4655175141727701
585,0.12785352237810738
586,-0.3461460512291205
587,-0.7439903942630253
588,-1.003599702502014
589,-1.4664508394039601
590,-1.7665201498209122
591,-2.0845303224239555
592,-2.2561117960716714
593,-2.1253804675664707
594,-2.1098898219791744
595,-2.1317588324593646
596,-1.9815941516194762
597,-1.8026325309220206
598,-1.4114868283704447
599,-0.9627236335121475
600,-0.4596346379683233
601,0.025334393359460194
602,-0.5144944247414404
603,-0.8775512845324219
604,-1.251484316580331
605,-1.4825684197761464
606,-1.6847921380971196
607,-1.7257441701617258
608,-1.9394453120376762
609,-2.063677065298097
610,-2.042377612907503
611,-1.9024987355648504
612,-1.7319660369105674
613,-1.503628008359501
614,-1.1171209955116779
615,-0.7587272982896445
616,-0.38842840769748405
617,-0.055709615717929595
618,0.2131439694335212
619,0.7658727040492314
620,1.2520803928721302
621,1.6240087021598524
622,1.8989320740012845
623,2.0050411381313804
624,2.1297076779146695
625,2.0284502812401177
626,1.9547361572395758
627,1.7284538462943146
628,1.546660262604955
629,1.3708754918087216
630,0.9201454405799986
631,0.4841686659067146
632,0.08120908783415284
633,-0.47827138422230187
634,-0.9848211325151026
635,-1.2020695836879014
636,-1.497303911139243
637,-1.8161553593113497
638,-2.0137881427186337
639,-2.1724595749458135
640,-2.199316420918185
641,-2.189695476454017
642,-2.067627749321601
643,-1.8064469098947862
644,-1.490644884010924
645,-1.054363871291147
646,-0.674098913691447
647,-0.29098501082653894
648,0.23909553050682902
649,0.6050869870829809
650,0.8057276813302816
651,1.2408032607771118
652,0.5748613296528942
653,-0.0007454924695872603
654,-0.3904425634830294
655,-0.7728021853373203
656,-1.1668981784005923
657,-1.184242099647673
658,-1.2295071706418046
659,-1.1954910765484643
660,-1.1563777938922435
661,-0.7974053837016946
662,-0.6573700008464792
663,-0.15630327426677004
664,0.2160045249465162
665,0.6824523484384435
666,1.0873809317368928
667,1.5677132506033895
668,1.860946943224498
669,2.157244923839703
670,2.231760260366702
671,2.1600238397416534
672,2.2311012270330197
673,2.0039681495518575
674,1.9049848890568708
675,1.5774402176449238
676,1.3067893658127974
677,1.106279583704334
678,0.7482188494491314
679,0.2923903478322195
680,-0.11246109584428716
681,-0.5859150211960262
682,-0.7965275717922794
683,-1.2347529814048617
684,-1.5533293108125075
685,-1.7466053117165972
686,-1.8850735901970697
687,-1.9340099241999738
688,-1.9790802473754707
689,-1.9110055102877033
690,-1.665075898209013
691,-1.3613906212079177
692,-1.042472856620333
693,-0.599039509097764
694,-0.1626326283977792
695,0.27613201715954266
696,0.5187116746524161
697,0.9304280064671683
698,1.294991089433018
699,1.7186311468290818
700,1.7215919082222557
701,1.9108813588465592
702,2.0446979401832843
703,1.9997341985816173
704,1.897026578273495
705,1.912249764952703
706,1.7478030288991002
707,1.620454580066831
708,1.249610527297589
709,0.7417070017242795
710,0.3106346658422199
711,-0.1436948322152447
712,-0.4947861336770318
713,-0.8393931165855913
714,-1.1673626189943374
715,-1.3130523592693817
716,-1.498729986046555
717,-1.7906654087891594
718,-1.8381771819199164
719,-1.887360891852443
720,-1.8665202611869798
721,-1.628529111001849
722,-1.5136752644708023
723,-1.1696173080503836
724,-0.7931223716716029
725,-0.5146005682687421
726,-0.25123857028690094
727,0.16727852945312174
728,0.34829401529334425
729,0.8656801487687552
730,1.262910047226876
731,1.6852131275001732
732,1.9308865059768054
733,2.197483019009323
734,2.197640737321702
735,2.213308497543216
736,2.069358595639863
737,1.8758704262571095
738,1.6291628738438542
739,1.3410559041494015
740,0.912761937243435
741,0.5533529635480257
742,0.13453124027003413
743,-0.3997601264281765
744,-0.9365909266494411
745,-1.1934230979626304
746,-1.69507832884049
747,-1.946260340507947
748,-2.236265264855454
749,-2.184130353557061
750,-2.16888396945677
751,-2.098009294038194
752,-2.0411386579172217
753,-1.942401236949984
754,-1.6349654642361342
755,-1.2904605259189388
756,-0.9862835207984173
757,-0.6428745764246184
758,-0.27853688033767166
759,0.09041790804722372
760,0.4935472110573568
761,0.9389619950190773
762,1.3377470312237685
763,1.6201514506612544
764,1.841623092059908
765,2.0124301890100407
766,1.8871879443115298
767,1.8771600151529395
768,1.8663673728834638
769,1.500450833170626
770,1.0244489579965574
771,0.7262238060058583
772,0.4807488118194154
773,0.08767339735211248
774,-0.25565501930685225
775,-0.6292114321855926
776,-1.104359917924813
777,-1.5125017345905953
778,-1.9185380258584366
779,-1.9884030698839594
780,-2.063841110398132
781,-2.14791399043095
782,-2.1589132794370913
783,-2.1300621613618933
784,-1.9169134159258205
785,-1.7270980765269643
786,-1.437232493487318
787,-1.1144597016012097
788,-0.6369686495301085
789,-0.2232577981747731
790,0.21933686477829956
791,0.5448199767625039
792,0.8967150244794821
793,1.2745368990874504
794,1.4508060485815657
795,1.685350143529598
796,1.8578868604052003
797,1.8442033018580213
798,1.3588592820147904
799,0.9782490237224449
800,0.7095569708780788
801,0.5362660290773683
802,0.41506499480338527
803,0.6131176435521353
804,0.7582070595594909
805,0.8828823171675427
806,1.1069908985809773
807,1.4392146166202326
808,1.7332306974760487
809,1.887822677937673
810,2.184489637285279
811,2.202037500027925
812,2.390783805302764
813,2.393267919648334
814,2.270359477285882
815,2.0870707136167086
816,1.8613477849033537
817,1.606129243801227
818,1.1055686916939793
819,0.6672240812941062
820,0.27339867795461475
821,-0.04495022986441129
822,-0.37813065381160443
823,-0.6666073588091577
824,-0.9759322264274443
825,-1.3949026227166998
826,-1.6693945856066708
827,-1.7788238520121904
828,-1.8271252381629621
829,-1.8931514282430342
830,-1.810580602400558
831,-1.7257278995097967
832,-1.6383476998119282
833,-1.3544071246357627
834,-1.0198866193313822
835,-0.6696567486734217
836,-0.2058854847287474
837,0.19637042501129592
838,0.6425918216208255
839,1.0875312535176276
840,1.6139443538429372
841,1.8597514582536656
842,2.1499583069972124
843,2.2780957840514713
844,2.333256212396776
845,2.2771220821600036
846,2.162045269599615
847,1.941309693826928
848,1.7521893234879509
849,1.3545853392153466
850,0.8580192583619823
851,0.42324629427293003
852,-0.03367974789661961
853,-0.47955999113057524
854,-0.8761322576829914
855,-1.27579276005981
856,-1.596773287841184
857,-1.8914403405531517
858,-2.03864372596758
859,-1.9602308854276025
860,-2.0042351684078397
861,-2.020252896394399
862,-2.09222656623897
863,-1.7194087651721959
864,-1.4345109546111752
865,-1.127045324964918
866,-0.9396409481932534
867,-0.5203301388999899
868,-0.06918154611739227
869,0.3229756040099798
870,0.6356896576281819
871,0.9222623896183207
872,1.4373259884252496
873,1.7150126890766662
874,1.8674518513638259
875,1.99090322983544
876,2.0229335351351003
877,1.8565517530628453
878,1.8128765664346889
879,1.5901954144131665
880,1.3251980185628678
881,1.1108531332196945
882,0.6124761330701378
883,0.14782167728782314
884,-0.2316720011769928
885,-0.5642876295831653
886,-1.0068306809279328
887,-1.3985600135930973
888,-1.6359736382943642
889,-1.6868320736804305
890,-1.8669614003443173
891,-2.0315419032299307
892,-2.122182088555739
893,-2.042188870023621
894,-1.802232535626557
895,-1.3424932212943574
896,-1.1015686296800764
897,-0.7689200090602492
898,-0.26466510955769007
899,0.13193155683728433
900,0.5295714913965766
901,1.019163480494681
902,1.3594049670232307
903,1.5763888321124655
904,1.9306998987463118
905,1.9819595738138704
906,2.189952877975494
907,2.2237885540416182
908,2.15356491077302
909,2.0048670070609544
910,1.7976816965880864
911,1.4987752660612863
912,1.216091755999293
913,0.8119102299736913
914,0.25925698130695457
915,-0.13401681777852956
916,-0.45441609289126894
917,-1.0079024214332155
918,-1.3489219985866912
919,-1.6834830562363665
920,-1.8446416820069365
921,-2.046000229459222
922,-2.0854194892405538
923,-2.063309732503186
924,-1.9629420708294565
925,-1.7171060504282492
926,-1.5543359937146501
927,-1.2935841980150422
928,-0.944597879481279
929,-0.5801759445451531
930,-0.21283405622059692
931,0.1213639964663512
932,0.5367596183874425
933,0.8103190277869472
934,1.021866493569609
935,1.2777075658537185
936,1.6201420780159066
937,1.840215456364255
938,2.0082316625699566
939,1.9720496409035124
940,1.9975035010916542
941,1.7317584428659445
942,1.4329327504406641
943,1.2477952365987424
944,0.9233247173889911
945,0.5974489490586634
946,0.2028732846852868
947,-0.26554203786131625
948,-0.7678664149270293
949,-1.2813263702298454
950,-1.443313890669047
951,-1.8524449979612165
952,-1.933237291423115
953,-2.065615378122164
954,-2.1058037183384783
955,-2.071416633385499
956,-1.9289559252657758
957,-1.8197345095352897
958,-1.7378278380184526
959,-1.4426165224168606
960,-1.0125133647234348
961,-0.679896669819442
962,-0.14671626821412392
963,0.27529993888790977
964,0.6001003715708088
965,0.03264281496304855
966,-0.437401147033951
967,-0.8218126517770821
968,-1.3939770651264096
969,-1.843589804042648
970,-1.8362166553298764
971,-1.951565708219611
972,-1.7615555222309633
973,-1.4959000253699952
974,-1.356279709525835
975,-1.1244883663880594
976,-0.6927676396706376
977,-0.330111609009752
978,0.18888681312209435
979,0.7152743317092629
980,0.9847934572274323
981,1.2673647255425782
982,1.584209769064822
983,1.65654836895414
984,1.7139612642682944
985,1.7820417649996054
986,2.0046316111024853
987,1.9721529089215113
988,1.781456223031921
989,1.4922989524831458
990,1.1324490869064496
991,0.7776817987315303
992,0.37905028529410845
993,-0.01096306949191794
994,-0.3557731010468845
995,-0.7503956695438803
996,-1.0530723628212952
997,-1.4175723992334788
998,-1.566249551423982
999,-1.7460629387078392
1000,-1.9034202938503708
1001,-1.958363889892066
1002,-2.01676539383126
1003,-1.9572538639745993
1004,-1.8163283536895347
1005,-1.6362015914779162
1006,-1.4307748739140858
1007,-1.0066992237299082
1008,-0.5222407989672079
1009,-0.076113034975132
1010,0.33118992215059634
1011,0.9125566022588139
1012,1.2089235326555114
1013,1.5474656295461815
1014,1.8981812062343204
1015,1.0579246875984345
1016,0.5276055470326659
1017,0.23073645561546677
1018,-0.08846279964015955
1019,-0.2587797278254212
1020,-0.3738469575897627
1021,-0.28140291459143874
1022,-0.2047834671056762
1023,0.013435905642946182
1024,0.17454140441539284
1025,0.2976578824328309
1026,0.6345438366679715
1027,0.9652632580064976
1028,1.2811431175709538
1029,1.6477537005923506
1030,1.9676359878260754
1031,2.15143684349019
1032,2.286806500834988
1033,2.221738601186597
1034,2.06818927422699
1035,1.9669472316049808
1036,1.6543717616462315
1037,1.2808109592685986
1038,1.191217392636954
1039,0.7971581743043088
1040,0.33362170155148757
1041,-0.14188678079917708
1042,-0.6712858463970279
1043,-1.024020766762767
1044,-1.3917843330869317
1045,-1.604085949427799
1046,-0.8410587825658681
1047,-0.2997224396510964
1048,-0.025486306778321366
1049,0.2998536914814487
1050,0.48597690772784025
1051,0.38199770186550186
1052,0.40057874958836137
1053,0.19167293799072316
1054,0.09061844573047778
1055,-0.17612111101544015
1056,-0.5272139631989311
1057,-0.8282835693907611
1058,-1.1420700028440596
1059,-1.446706404950576
1060,-1.6592081694770442
1061,-2.0499107823505573
1062,-2.192851159201738
1063,-2.3492404391279185
1064,-2.387620178165773
1065,-2.2112919125257897
1066,-2.151113075773342
1067,-1.9103709171510315
1068,-1.5650645692869543
1069,-1.2057255886190466
1070,-0.838251160379072
1071,-0.42477457223222104
1072,0.03203044913831853
1073,0.37541844281686465
1074,0.7775704297138397
1075,1.3275797008066073
1076,1.6622256632599575
1077,1.9106753339812388
1078,2.054185332725997
1079,2.0945657116269776
1080,2.1483248118871194
1081,2.1213746990741535
1082,1.9763291503442575
1083,1.9807370797838824
1084,1.6110168170216435
1085,1.1799090965991255
1086,0.7652885633877174
1087,0.3507990176353706
1088,-0.1385621187742107
1089,-0.5285110261888822
1090,-0.8938940508774399
1091,-1.200670934104347
1092,-1.561414207252178
1093,-1.7063929013139267
1094,-1.850213672687114
1095,-1.7428770526715396
1096,-1.8669955153868745
1097,-1.8997484523019585
1098,-1.79199504460446
1099,-1.5520198738501634
1100,-1.2365352433477808
1101,-0.8605503095988732
1102,-0.3271190699326285
1103,-0.10935468949208607
1104,0.155876145043123
1105,0.5657197043017665
1106,1.1219469732287446
1107,1.5100511657994462
1108,1.7001515211269345
1109,1.9339447697105652
1110,2.0639039115341924
1111,2.1137606602848487
1112,2.057350847971731
1113,1.9748799274110294
1114,1.8903091781934136
1115,1.5967970484101406
1116,1.3329482887145612
1117,1.0262353146964474
1118,0.7156047643497248
1119,0.1992592090038404
1120,-0.23553795529973007
1121,-0.7078993593645044
1122,-1.0818223719691658
1123,-1.412527043779588
1124,-1.780885653444494
1125,-1.9667265222855628
1126,-1.9161383482185783
1127,-1.9467276614068925
1128,-2.0377892633093095
1129,-1.9982515342518385
1130,-1.798363626390891
1131,-1.598145144791021
1132,-1.1581287143059942
1133,-0.8987426709085502
1134,-0.4400312170243625
1135,-0.14007059722554563
1136,0.29873276877151234
1137,0.6379747086175878
1138,1.0894608143613806
1139,1.508446489897158
1140,1.7950506871319512
1141,2.066093447504144
1142,1.968670616518424
1143,2.020188474589448
1144,2.010832943719926
1145,1.92286532594251
1146,1.5546497747431451
1147,1.322915188431523
1148,1.0446351584183504
1149,0.6744427874590302
1150,0.16299719829654916
1151,-0.2853128857870482
1152,-0.5807841398509996
1153,-0.881884436481696
1154,-1.2100543130467274
1155,-1.4705891960150899
1156,-1.6510198332686836
1157,-1.8081066498626623
1158,-1.825360232873384
1159,-1.7719230168258493
1160,-1.5302715309604649
1161,-1.4784702792968634
1162,-1.3348063762114
1163,-1.2946793855784315
1164,-0.9126285079814974
1165,-0.3715340962003034
1166,0.11797571881224816
1167,0.5648411697727421
1168,1.0401339234918103
1169,1.408425927330918
1170,1.6735075471824992
1171,2.095516735523011
1172,2.28420135241606
1173,2.4587011760542383
1174,2.2646098174106735
1175,2.0376537246040503
1176,1.9491922239827946
1177,1.6934904439605556
1178,1.4700511246540455
1179,1.3000060024506248
1180,1.5121160181640734
1181,1.6435008681161478
1182,1.8671682154645346
1183,1.8381141550931137
1184,1.1649280114774254
1185,0.48510059882565243
1186,0.03252163727914921
1187,-0.4092743737093176
1188,-0.8094724540713996
1189,-1.1927606243690463
1190,-1.3466780968762209
1191,-1.313969452968409
1192,-1.1678986263547781
1193,-1.1010682791095727
1194,-0.713881426482818
1195,-0.3989020989129866
1196,-0.1972243651052032
1197,0.04248618660031386
1198,0.3989047417952256
1199,0.7416314680711266
1200,1.1434648971340136
1201,1.4710166202570978
1202,1.7273067426148618
1203,1.8277113011761257
1204,2.054477232339169
1205,2.0100819673848975
1206,2.1215323894896074
1207,1.8873027388514603
1208,1.6204342207559397
1209,1.357599098145321
1210,1.0700004782980355
1211,0.71146248851345
1212,0.3305015455462865
1213,-0.017680138165142124
1214,-0.47514664312046817
1215,-0.8256206668511907
1216,-1.372978290875368
1217,-1.737766859982927
1218,-2.1093245137371723
1219,-2.1777024919490526
1220,-2.342913902926882
1221,-2.315906891360537
1222,-2.4177066218422882
